href	language_num	sex	birth_place	native_language	other_languages	age_sex	age_of_english_onset	english_learning_method	english_residence	length_of_english_residence	age	category
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1547	english452	male	['newcastle,', 'australia']	"english
(eng)"	['none']	['24,', 'male', '']	0.0	naturalistic	['australia']	24.0	24.0	australia
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1548	english453	female	['illinois,', 'usa']	"english
(eng)"	['french', '']	['21,', 'female', '']	0.0	naturalistic	['usa']	21.0	21.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1550	english454	female	['carolina,', 'usa']	"english
(eng)"	['spanish', '']	['19,', 'female', '']	0.0	naturalistic	['usa']	19.0	19.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1552	english455	female	['dc,', 'usa']	"english
(eng)"	['spanish', '']	['29,', 'female', '']	0.0	naturalistic	['usa']	29.0	29.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1554	english456	female	['leyland,', 'uk']	"english
(eng)"	['none']	['37,', 'female', '']	0.0	naturalistic	['uk']	37.0	37.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1555	english457	male	['york,', 'usa']	"english
(eng)"	['none']	['43,', 'male', '']	0.0	naturalistic	['usa']	40.0	43.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1559	english458	female	['nevada,', 'usa']	"english
(eng)"	['japanese', '']	['22,', 'female', '']	0.0	naturalistic	['usa']	22.0	22.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1560	english459	male	['carolina,', 'usa']	"english
(eng)"	['french', 'german', '']	['19,', 'male', '']	0.0	naturalistic	['usa']	19.0	19.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1561	english460	female	['england,', 'uk']	"english
(eng)"	['german', '']	['19,', 'female', '']	0.0	naturalistic	['uk']	19.0	19.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1563	english461	female	['york,', 'usa']	"english
(eng)"	['none']	['44,', 'female', '']	0.0	naturalistic	['usa']	44.0	44.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1564	english462	male	['kentucky,', 'usa']	"english
(eng)"	['german', '']	['20,', 'male', '']	0.0	naturalistic	['usa']	20.0	20.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1571	english463	female	['york,', 'usa']	"english
(eng)"	['french', 'spanish', '']	['53,', 'female', '']	0.0	naturalistic	['usa']	53.0	53.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1618	english464	male	['ontario,', 'canada']	"english
(eng)"	['german', 'french', '']	['27,', 'male', '']	0.0	naturalistic	['canada']	24.0	27.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1635	english465	male	['buckinghamshire,', 'uk']	"english
(eng)"	['french', 'spanish', 'mandarin', '']	['20,', 'male', '']	0.0	naturalistic	['uk']	19.0	20.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1637	english466	male	['maine,', 'usa']	"english
(eng)"	['none']	['18,', 'male', '']	0.0	naturalistic	['usa']	18.0	18.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1639	english467	male	['pozzuoli,', 'italy']	"english
(eng)"	['none']	['23,', 'male', '']	1.0	naturalistic	['usa']	18.0	23.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1640	english468	male	['carolina,', 'usa']	"english
(eng)"	['german', 'greek,', 'ancient', '']	['30,', 'male', '']	0.0	naturalistic	['usa']	30.0	30.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1641	english469	male	['tennessee,', 'usa']	"english
(eng)"	['japanese', '']	['22,', 'male', '']	0.0	naturalistic	['usa']	21.0	22.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1642	english470	male	['buzzard,', 'uk']	"english
(eng)"	['french', 'japanese', '']	['21,', 'male', '']	0.0	naturalistic	['uk']	20.0	21.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1648	english471	female	['alberta,', 'canada']	"english
(eng)"	['spanish', 'french', '']	['26,', 'female', '']	0.0	naturalistic	['canada']	24.5	26.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1649	english472	male	['rota,', 'spain']	"english
(eng)"	['spanish', 'russian', '']	['26,', 'male', '']	0.0	naturalistic	['usa']	23.0	26.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1650	english473	male	['nottingham,', 'uk']	"english
(eng)"	['none']	['20,', 'male', '']	0.0	naturalistic	['uk']	20.0	20.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1656	english474	female	['minnesota,', 'usa']	"english
(eng)"	['spanish', '']	['33,', 'female', '']	0.0	naturalistic	['usa']	33.0	33.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1657	english475	female	['utah,', 'usa']	"english
(eng)"	['none']	['29,', 'female', '']	0.0	naturalistic	['usa']	29.0	29.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1658	english476	female	['hampshire,', 'usa']	"english
(eng)"	['none']	['64,', 'female', '']	0.0	naturalistic	['usa']	64.0	64.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1659	english477	female	['california,', 'usa']	"english
(eng)"	['german', '']	['31,', 'female', '']	0.0	naturalistic	['usa']	27.0	31.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1661	english478	male	['scotia,', 'canada']	"english
(eng)"	['none']	['19,', 'male', '']	0.0	naturalistic	['canada']	19.0	19.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1664	english479	female	['york,', 'usa']	"english
(eng)"	['none']	['64,', 'female', '']	0.0	naturalistic	['usa']	64.0	64.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1665	english480	male	['carolina,', 'usa']	"english
(eng)"	['none']	['58,', 'male', '']	0.0	naturalistic	['usa']	58.0	58.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1666	english481	female	['oklahoma,', 'usa']	"english
(eng)"	['german', 'spanish', '']	['88,', 'female', '']	0.0	naturalistic	['usa']	82.0	88.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1667	english482	female	['pennsylvania,', 'usa']	"english
(eng)"	['none']	['74,', 'female', '']	0.0	naturalistic	['usa']	74.0	74.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1668	english483	male	['massachusetts,', 'usa']	"english
(eng)"	['spanish', '']	['19,', 'male', '']	0.0	naturalistic	['usa']	19.0	19.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1672	english484	male	['dublin,', 'ireland']	"english
(eng)"	['irish', 'french', 'japanese', 'swedish', 'spanish', '']	['24,', 'male', '']	0.0	naturalistic	['ireland']	24.0	24.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1674	english485	male	['connecticut,', 'usa']	"english
(eng)"	['french', '']	['20,', 'male', '']	0.0	naturalistic	['usa']	20.0	20.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1683	english486	female	['corentyne,', 'guyana']	"english
(eng)"	['none']	['53,', 'female', '']	0.0	naturalistic	['guyana,', 'usa']	53.0	53.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1688	english487	female	['london,', 'uk']	"english
(eng)"	['french', '']	['22,', 'female', '']	0.0	naturalistic	['uk']	22.0	22.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1692	english488	female	['scotland,', 'uk']	"english
(eng)"	['none']	['35,', 'female', '']	0.0	naturalistic	['uk,', 'usa']	35.0	35.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1694	english489	female	['kingston,', 'jamaica']	"english
(eng)"	['none']	['46,', 'female', '']	0.0	naturalistic	['jamaica,', 'usa']	46.0	46.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1709	english490	male	['new', 'zealand']	"english
(eng)"	['none']	['18,', 'male', '']	0.0	naturalistic	['new', 'zealand']	18.5	18.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1713	english491	female	['westmoreland,', 'jamaica']	"english
(eng)"	['none']	['79,', 'female', '']	0.0	naturalistic	['jamaica,', 'usa']	79.0	79.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1716	english492	female	['nebraska,', 'usa']	"english
(eng)"	['spanish', 'german', '']	['22,', 'female', '']	0.0	naturalistic	['usa']	22.0	22.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1718	english493	male	['florida,', 'usa']	"english
(eng)"	['spanish', 'japanese', '']	['20,', 'male', '']	0.0	naturalistic	['usa']	13.5	20.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1719	english494	male	['ohio,', 'usa']	"english
(eng)"	['korean', 'japanese', '']	['27.5,', 'male', '']	0.0	naturalistic	['usa']	27.5	27.5	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1720	english495	male	['washington,', 'usa']	"english
(eng)"	['none']	['21,', 'male', '']	0.0	naturalistic	['usa']	21.0	21.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1724	english496	male	['england,', 'uk']	"english
(eng)"	['japanese', '']	['20,', 'male', '']	0.0	naturalistic	['uk']	20.0	20.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1726	english497	male	['ohio,', 'usa']	"english
(eng)"	['none']	['22,', 'male', '']	0.0	naturalistic	['usa']	22.0	22.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1727	english498	male	['columbia,', 'canada']	"english
(eng)"	['french', 'german', '']	['27,', 'male', '']	0.0	naturalistic	['canada']	27.0	27.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1728	english499	female	['minnesota,', 'usa']	"english
(eng)"	['french', '']	['21,', 'female', '']	0.0	naturalistic	['usa']	21.0	21.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1733	english500	male	['wales,', 'australia']	"english
(eng)"	['indonesian', 'tongan', '']	['38,', 'male', '']	0.0	naturalistic	['australia']	38.0	38.0	australia
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1734	english501	female	['pennsylvania,', 'usa']	"english
(eng)"	['none']	['64,', 'female', '']	0.0	naturalistic	['usa']	64.0	64.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1735	english502	female	['michigan,', 'usa']	"english
(eng)"	['none']	['30,', 'female', '']	0.0	naturalistic	['usa']	30.0	30.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1739	english503	female	['city,', 'nigeria']	"english
(eng)"	['spanish', 'german', '']	['29,', 'female', '']	0.0	naturalistic	['nigeria,', 'usa']	25.0	29.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1786	english504	male	['florida,', 'usa']	"english
(eng)"	['japanese', '']	['25,', 'male', '']	0.0	naturalistic	['usa']	25.0	25.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1798	english505	female	['beirut,', 'lebanon']	"english
(eng)"	['french', 'italian', 'arabic', 'spanish', 'mandarin', '']	['50,', 'female', '']	0.0	naturalistic	['usa']	9.0	50.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1799	english506	female	['louisiana,', 'usa']	"english
(eng)"	['french', 'mandarin', '']	['30,', 'female', '']	0.0	naturalistic	['usa']	30.0	30.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1800	english507	male	['accra,', 'ghana']	"english
(eng)"	['twi', 'ga', 'spanish', '']	['21,', 'male', '']	0.0	naturalistic	['ghana,', 'usa']	21.0	21.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1801	english508	female	['illinois,', 'usa']	"english
(eng)"	['spanish', '']	['20,', 'female', '']	0.0	naturalistic	['usa']	20.0	20.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1802	english509	female	['pennsylvania,', 'usa']	"english
(eng)"	['spanish', '']	['44,', 'female', '']	0.0	naturalistic	['usa']	35.0	44.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1803	english510	female	['pennsylvania,', 'usa']	"english
(eng)"	['french', '']	['66,', 'female', '']	0.0	naturalistic	['usa']	66.0	66.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1818	english511	female	['alabama,', 'usa']	"english
(eng)"	['german', '']	['31,', 'female', '']	0.0	naturalistic	['usa']	31.0	31.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1819	english512	female	['kansas,', 'usa']	"english
(eng)"	['none']	['54,', 'female', '']	0.0	naturalistic	['usa']	54.0	54.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1856	english513	female	['toro,', 'panama']	"english
(eng)"	['spanish', '']	['52,', 'female', '']	0.0	naturalistic	['panama,', 'usa']	52.0	52.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1872	english514	male	['ohio,', 'usa']	"english
(eng)"	['none']	['57,', 'male', '']	0.0	naturalistic	['usa']	57.0	57.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1873	english515	female	['ohio,', 'usa']	"english
(eng)"	['none']	['55,', 'female', '']	0.0	naturalistic	['usa']	55.0	55.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1875	english516	female	['texas,', 'usa']	"english
(eng)"	['french', 'japanese', 'mandarin', 'german', '']	['32,', 'female', '']	0.0	naturalistic	['usa']	32.0	32.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1876	english517	male	['colorado,', 'usa']	"english
(eng)"	['spanish', '']	['33,', 'male', '']	0.0	naturalistic	['usa']	33.0	33.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1878	english518	male	['meath,', 'ireland']	"english
(eng)"	['irish', '']	['24,', 'male', '']	0.0	naturalistic	['ireland']	24.0	24.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1882	english519	female	['karachi,', 'pakistan']	"english
(eng)"	['urdu', 'german', '']	['18,', 'female', '']	1.0	naturalistic	['canada,', 'usa']	16.0	18.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1884	english520	female	['minnesota,', 'usa']	"english
(eng)"	['mandarin', 'spanish', '']	['47,', 'female', '']	0.0	naturalistic	['usa']	47.0	47.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1886	english521	female	['maryland,', 'usa']	"english
(eng)"	['spanish', '']	['25,', 'female', '']	0.0	naturalistic	['usa']	25.0	25.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1887	english522	female	['york,', 'usa']	"english
(eng)"	['none']	['22,', 'female', '']	0.0	naturalistic	['usa']	22.0	22.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1888	english523	female	['wisconsin,', 'usa']	"english
(eng)"	['arabic', 'french', '']	['18,', 'female', '']	0.0	naturalistic	['usa']	18.0	18.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1890	english524	male	['illinois,', 'usa']	"english
(eng)"	['none']	['19,', 'male', '']	0.0	naturalistic	['usa']	19.0	19.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1893	english525	female	['york,', 'usa']	"english
(eng)"	['none']	['18,', 'female', '']	0.0	naturalistic	['usa']	18.0	18.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1895	english526	male	['virginia,', 'usa']	"english
(eng)"	['none']	['20,', 'male', '']	0.0	naturalistic	['usa']	20.0	20.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1907	english527	female	['pennsylvania,', 'usa']	"english
(eng)"	['italian', '']	['25,', 'female', '']	0.0	naturalistic	['usa']	25.0	25.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1908	english528	female	['wisconsin,', 'usa']	"english
(eng)"	['arabic', 'farsi', 'swahili', 'spanish', '']	['52,', 'female', '']	0.0	naturalistic	['usa']	52.0	52.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1925	english529	female	['vermont,', 'usa']	"english
(eng)"	['french', 'spanish', '']	['29,', 'female', '']	0.0	naturalistic	['usa']	29.0	29.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1926	english530	female	['michigan,', 'usa']	"english
(eng)"	['german', '']	['50,', 'female', '']	0.0	naturalistic	['usa']	35.0	50.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1928	english531	female	['virginia,', 'usa']	"english
(eng)"	['japanese', 'french', 'german', '']	['29,', 'female', '']	0.0	naturalistic	['usa']	26.0	29.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1933	english532	female	['connecticut,', 'usa']	"english
(eng)"	['none']	['23,', 'female', '']	0.0	naturalistic	['usa']	23.0	23.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1934	english533	female	['virginia,', 'usa']	"english
(eng)"	['spanish', '']	['38,', 'female', '']	0.0	naturalistic	['usa']	38.0	38.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1951	english534	female	['york,', 'usa']	"english
(eng)"	['none']	['29,', 'female', '']	0.0	naturalistic	['usa']	29.0	29.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1955	english535	female	['massachusetts,', 'usa']	"english
(eng)"	['none']	['22,', 'female', '']	0.0	naturalistic	['usa']	22.0	22.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1956	english536	female	['virginia,', 'usa']	"english
(eng)"	['hebrew', 'spanish', '']	['21,', 'female', '']	0.0	naturalistic	['usa']	21.0	21.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1957	english537	female	['virginia,', 'usa']	"english
(eng)"	['spanish', '']	['21,', 'female', '']	0.0	naturalistic	['usa']	21.0	21.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1958	english538	female	['virginia,', 'usa']	"english
(eng)"	['french', 'american', 'sign', 'language', '']	['20,', 'female', '']	0.0	naturalistic	['usa']	20.0	20.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1959	english539	female	['california,', 'usa']	"english
(eng)"	['none']	['19,', 'female', '']	0.0	naturalistic	['usa']	19.0	19.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1960	english540	female	['virginia,', 'usa']	"english
(eng)"	['japanese', '']	['18,', 'female', '']	0.0	naturalistic	['usa']	18.0	18.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1961	english541	female	['florida,', 'usa']	"english
(eng)"	['none']	['27,', 'female', '']	0.0	naturalistic	['usa']	27.0	27.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1962	english542	male	['ontario,', 'canada']	"english
(eng)"	['french', '']	['60,', 'male', '']	0.0	naturalistic	['canada,', 'usa']	55.0	60.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1969	english543	female	['columbia,', 'canada']	"english
(eng)"	['french', 'japanese', '']	['39,', 'female', '']	0.0	naturalistic	['canada,', 'usa,', 'uk,', 'cayman', 'islands']	36.0	39.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1970	english544	male	['hampshire,', 'usa']	"english
(eng)"	['spanish', '']	['31,', 'male', '']	0.0	naturalistic	['usa']	31.0	31.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1995	english545	male	['virginia,', 'usa']	"english
(eng)"	['none']	['56,', 'male', '']	0.0	naturalistic	['usa']	56.0	56.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1996	english546	female	['virginia,', 'usa']	"english
(eng)"	['none']	['43,', 'female', '']	0.0	naturalistic	['usa']	43.0	43.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1997	english547	male	['virginia,', 'usa']	"english
(eng)"	['none']	['63,', 'male', '']	0.0	naturalistic	['usa']	63.0	63.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2003	english548	male	['dublin,', 'ireland']	"english
(eng)"	['irish', '']	['61,', 'male', '']	0.0	naturalistic	['ireland']	61.0	61.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2012	english549	female	['exminister,', 'uk']	"english
(eng)"	['french', 'arabic', '']	['19,', 'female', '']	0.0	naturalistic	['uk,', 'usa']	17.0	19.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2028	english550	male	['virginia,', 'usa']	"english
(eng)"	['none']	['82,', 'male', '']	0.0	naturalistic	['usa']	82.0	82.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2029	english551	female	['virginia,', 'usa']	"english
(eng)"	['none']	['81,', 'female', '']	0.0	naturalistic	['usa']	81.0	81.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2043	english552	female	['maryland,', 'usa']	"english
(eng)"	['french', 'italian', '']	['23,', 'female', '']	0.0	naturalistic	['USA']	20.0	23.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2046	english553	male	['tennessee,', 'usa']	"english
(eng)"	['spanish', '']	['21,', 'male', '']	0.0	naturalistic	['usa']	21.0	21.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2047	english554	female	['illinois,', 'usa']	"english
(eng)"	['spanish', '']	['22,', 'female', '']	0.0	naturalistic	['usa']	22.0	22.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2049	english555	male	['york,', 'usa']	"english
(eng)"	['yiddish', 'spanish', '']	['90,', 'male', '']	0.0	naturalistic	['usa']	90.0	90.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2050	english556	female	['york,', 'usa']	"english
(eng)"	['yiddish', '']	['84,', 'female', '']	0.0	naturalistic	['usa']	84.0	84.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2053	english557	female	['arab', 'emirates']	"english
(eng)"	['tamil', 'hindi', 'arabic', '']	['25,', 'female', '']	2.0	naturalistic	['usa']	6.0	25.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2055	english558	male	['york,', 'usa']	"english
(eng)"	['none']	['23,', 'male', '']	0.0	naturalistic	['usa']	23.0	23.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2056	english559	female	['virginia,', 'usa']	"english
(eng)"	['spanish', '']	['19,', 'female', '']	0.0	naturalistic	['usa']	19.0	19.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2059	english560	female	['connecticut,', 'usa']	"english
(eng)"	['spanish', '']	['22,', 'female', '']	0.0	naturalistic	['usa']	22.0	22.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2060	english561	female	['virginia,', 'usa']	"english
(eng)"	['spanish', '']	['20,', 'female', '']	0.0	naturalistic	['usa']	20.0	20.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2061	english562	female	['carolina,', 'usa']	"english
(eng)"	['german', 'french', '']	['30,', 'female', '']	0.0	naturalistic	['usa']	30.0	30.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2074	english563	male	['virginia,', 'usa']	"english
(eng)"	['none']	['32,', 'male', '']	0.0	naturalistic	['usa']	32.0	32.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2077	english564	male	['wyoming,', 'usa']	"english
(eng)"	['none']	['52,', 'male', '']	0.0	naturalistic	['usa']	52.0	52.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2080	english565	female	['oregon,', 'usa']	"english
(eng)"	['german', '']	['27,', 'female', '']	0.0	naturalistic	['usa']	27.0	27.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2081	english566	male	['england,', 'uk']	"english
(eng)"	['none']	['22,', 'male', '']	0.0	naturalistic	['uk']	22.0	22.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2101	english567	male	['york,', 'usa']	"english
(eng)"	['spanish', 'french', 'japanese', '']	['24,', 'male', '']	0.0	naturalistic	['usa']	24.0	24.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2103	english568	female	['florida,', 'usa']	"english
(eng)"	['none']	['86,', 'female', '']	0.0	naturalistic	['usa']	86.0	86.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2104	english569	male	['sydney,', 'australia']	"english
(eng)"	['russian', '']	['24,', 'male', '']	0.0	naturalistic	['australia']	24.0	24.0	australia
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2106	english570	female	['ohio,', 'usa']	"english
(eng)"	['spanish', 'russian', '']	['42,', 'female', '']	0.0	naturalistic	['usa']	42.0	42.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2113	english571	male	['dc,', 'usa']	"english
(eng)"	['korean', '']	['39,', 'male', '']	0.0	naturalistic	['usa']	39.0	39.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2121	english572	male	['texas,', 'usa']	"english
(eng)"	['german', 'azerbaijani', 'french', '']	['51,', 'male', '']	0.0	naturalistic	['usa,', 'uk']	48.0	51.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2124	english573	male	['ohio,', 'usa']	"english
(eng)"	['german', 'french', 'italian', 'spanish', 'mandarin', '']	['46,', 'male', '']	0.0	naturalistic	['usa']	46.0	46.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2162	english574	female	['ontario,', 'canada']	"english
(eng)"	['cantonese', 'korean', '']	['26,', 'female', '']	0.0	naturalistic	['canada']	23.0	26.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2165	english575	male	['virginia,', 'usa']	"english
(eng)"	['japanese', '']	['24,', 'male', '']	0.0	naturalistic	['usa']	24.0	24.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2167	english576	female	['dc,', 'usa']	"english
(eng)"	['french', 'italian', '']	['63,', 'female', '']	0.0	naturalistic	['usa']	63.0	63.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2170	english577	female	['california,', 'usa']	"english
(eng)"	['none']	['38,', 'female', '']	0.0	naturalistic	['usa']	38.0	38.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2171	english578	male	['lancashire,', 'uk']	"english
(eng)"	['french', '']	['60,', 'male', '']	0.0	naturalistic	['uk,', 'canada,', 'usa']	60.0	60.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2172	english579	male	['adelaide,', 'australia']	"english
(eng)"	['none']	['22,', 'male', '']	0.0	naturalistic	['australia']	22.0	22.0	australia
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2185	english580	male	['york,', 'usa']	"english
(eng)"	['japanese', '']	['21,', 'male', '']	0.0	naturalistic	['usa']	21.0	21.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2186	english581	female	['ontario,', 'canada']	"english
(eng)"	['none']	['62,', 'female', '']	0.0	naturalistic	['canada,', 'uk']	62.0	62.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2187	english582	male	['scotland,', 'uk']	"english
(eng)"	['none']	['60,', 'male', '']	0.0	naturalistic	['uk']	60.0	60.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2195	english583	male	['england,', 'uk']	"english
(eng)"	['none']	['72,', 'male', '']	0.0	naturalistic	['uk']	72.0	72.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2197	english584	male	['california,', 'usa']	"english
(eng)"	['none']	['27,', 'male', '']	0.0	naturalistic	['usa']	27.0	27.0	usa
